Timestep,Rate,Storm,Unit,Accumulation
01JAN2024 18:40:00,0.0227181,150,Inches per 15 Minutes,4.9434404
01JAN2024 18:50:00,0.0227181,150,Inches per 15 Minutes,4.958369
01JAN2024 19:00:00,0.0214635,150,Inches per 15 Minutes,4.9732966
01JAN2024 19:10:00,0.0214635,150,Inches per 15 Minutes,4.987413
01JAN2024 19:20:00,0.0214635,150,Inches per 15 Minutes,5.001529
01JAN2024 19:30:00,0.0203565,150,Inches per 15 Minutes,5.0156455
01JAN2024 19:40:00,0.0203565,150,Inches per 15 Minutes,5.0290484
01JAN2024 19:50:00,0.0203565,150,Inches per 15 Minutes,5.0424514
01JAN2024 20:00:00,0.0193725,150,Inches per 15 Minutes,5.0558543
01JAN2024 20:10:00,0.0193725,150,Inches per 15 Minutes,5.068618
01JAN2024 20:20:00,0.0193725,150,Inches per 15 Minutes,5.081381
01JAN2024 20:30:00,0.0184992,150,Inches per 15 Minutes,5.0941443
01JAN2024 20:40:00,0.0184992,150,Inches per 15 Minutes,5.106342
01JAN2024 20:50:00,0.0184992,150,Inches per 15 Minutes,5.1185393
01JAN2024 21:00:00,0.017712,150,Inches per 15 Minutes,5.130737
01JAN2024 21:10:00,0.017712,150,Inches per 15 Minutes,5.1424217
01JAN2024 21:20:00,0.017712,150,Inches per 15 Minutes,5.154107
01JAN2024 21:30:00,0.0169863,150,Inches per 15 Minutes,5.165792
01JAN2024 21:40:00,0.0169863,150,Inches per 15 Minutes,5.1770053
01JAN2024 21:50:00,0.0169863,150,Inches per 15 Minutes,5.188219
01JAN2024 22:00:00,0.0163344,150,Inches per 15 Minutes,5.1994324
01JAN2024 22:10:00,0.0163344,150,Inches per 15 Minutes,5.2102237
01JAN2024 22:20:00,0.0163344,150,Inches per 15 Minutes,5.221015
01JAN2024 22:30:00,0.015744,150,Inches per 15 Minutes,5.2318063
01JAN2024 22:40:00,0.015744,150,Inches per 15 Minutes,5.242208
01JAN2024 22:50:00,0.015744,150,Inches per 15 Minutes,5.2526097
01JAN2024 23:00:00,0.0152028,150,Inches per 15 Minutes,5.2630115
01JAN2024 23:10:00,0.0152028,150,Inches per 15 Minutes,5.273061
01JAN2024 23:20:00,0.0152028,150,Inches per 15 Minutes,5.2831097
01JAN2024 23:30:00,0.0146985,150,Inches per 15 Minutes,5.293159
01JAN2024 23:40:00,0.0146985,150,Inches per 15 Minutes,5.302876
01JAN2024 23:50:00,0.0146985,150,Inches per 15 Minutes,5.312593
02JAN2024 00:00:00,0.0142311,150,Inches per 15 Minutes,5.32231
